"","","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)","Prevalence of insufficient physical activity among school going adolescents aged 11-17 (crude estimate)"
"Country","Year"," Both sexes"," Male"," Female"
"Sudan"," 2012","90.0 [88.1-91.7]","89.2 [87.2-90.9]","90.9 [89.0-92.5]"
"Sudan"," 2011","90.0 [88.0-91.6]","89.1 [87.1-90.8]","90.9 [89.0-92.5]"
"Sudan"," 2010","89.9 [88.0-91.6]","89.0 [87.0-90.7]","90.9 [89.0-92.5]"
"Sudan"," 2009","89.8 [87.9-91.5]","88.9 [86.8-90.6]","90.8 [89.0-92.4]"
"Sudan"," 2008","89.8 [87.8-91.4]","88.8 [86.7-90.5]","90.8 [88.9-92.4]"
"Sudan"," 2007","89.7 [87.7-91.4]","88.6 [86.6-90.4]","90.8 [88.9-92.4]"
"Sudan"," 2006","89.6 [87.7-91.3]","88.5 [86.5-90.3]","90.8 [88.9-92.4]"
"Sudan"," 2005","89.6 [87.6-91.3]","88.4 [86.3-90.2]","90.7 [88.8-92.4]"
"Sudan"," 2004","89.5 [87.5-91.2]","88.3 [86.2-90.1]","90.7 [88.8-92.3]"
"Sudan"," 2003","89.4 [87.4-91.2]","88.2 [86.1-90.0]","90.7 [88.7-92.3]"
"Sudan"," 2002","89.4 [87.3-91.1]","88.1 [85.9-90.0]","90.7 [88.7-92.3]"
"Sudan"," 2001","89.3 [87.2-91.1]","88.0 [85.8-89.9]","90.6 [88.7-92.3]"
"Suriname"," 2016","81.4 [79.0-83.7]","78.4 [75.7-80.8]","84.6 [82.3-86.5]"
"Suriname"," 2015","81.5 [79.1-83.7]","78.5 [75.9-80.9]","84.6 [82.4-86.5]"
"Suriname"," 2014","81.6 [79.2-83.7]","78.6 [76.1-81.0]","84.6 [82.5-86.5]"
"Suriname"," 2013","81.7 [79.3-83.8]","78.8 [76.2-81.1]","84.6 [82.5-86.5]"
"Suriname"," 2012","81.7 [79.4-83.8]","78.9 [76.4-81.2]","84.6 [82.5-86.5]"
"Suriname"," 2011","81.8 [79.5-83.9]","79.0 [76.5-81.3]","84.7 [82.6-86.6]"
"Suriname"," 2010","81.9 [79.6-83.9]","79.1 [76.7-81.4]","84.7 [82.6-86.6]"
"Suriname"," 2009","81.9 [79.7-84.0]","79.3 [76.8-81.5]","84.7 [82.6-86.6]"
"Suriname"," 2008","82.0 [79.7-84.1]","79.4 [76.9-81.6]","84.7 [82.6-86.6]"
"Suriname"," 2007","82.1 [79.8-84.2]","79.5 [77.1-81.8]","84.8 [82.7-86.7]"
"Suriname"," 2006","82.2 [79.9-84.3]","79.6 [77.2-81.9]","84.8 [82.7-86.7]"
"Suriname"," 2005","82.3 [79.9-84.4]","79.8 [77.3-82.0]","84.8 [82.7-86.8]"
"Suriname"," 2004","82.3 [80.0-84.5]","79.9 [77.4-82.2]","84.8 [82.6-86.8]"
"Suriname"," 2003","82.4 [80.0-84.6]","80.0 [77.5-82.3]","84.9 [82.6-86.9]"
"Suriname"," 2002","82.5 [80.0-84.7]","80.1 [77.5-82.5]","84.9 [82.6-86.9]"
"Suriname"," 2001","82.5 [80.1-84.8]","80.3 [77.6-82.6]","84.9 [82.6-87.0]"
"Sweden"," 2016","84.7 [82.5-86.6]","82.2 [79.7-84.4]","87.3 [85.4-89.1]"
"Sweden"," 2015","84.6 [82.4-86.5]","82.1 [79.7-84.2]","87.3 [85.4-89.0]"
"Sweden"," 2014","84.5 [82.4-86.4]","82.0 [79.6-84.1]","87.3 [85.4-88.9]"
"Sweden"," 2013","84.5 [82.4-86.3]","81.9 [79.6-83.9]","87.2 [85.4-88.9]"
"Sweden"," 2012","84.4 [82.4-86.2]","81.8 [79.6-83.8]","87.2 [85.4-88.8]"
"Sweden"," 2011","84.3 [82.3-86.1]","81.7 [79.5-83.6]","87.1 [85.3-88.8]"
"Sweden"," 2010","84.3 [82.3-86.0]","81.6 [79.4-83.5]","87.1 [85.3-88.7]"
"Sweden"," 2009","84.2 [82.2-86.0]","81.5 [79.4-83.4]","87.1 [85.3-88.7]"
"Sweden"," 2008","84.1 [82.2-85.9]","81.4 [79.3-83.3]","87.0 [85.3-88.6]"
"Sweden"," 2007","84.1 [82.1-85.8]","81.3 [79.2-83.2]","87.0 [85.2-88.6]"
"Sweden"," 2006","84.0 [82.1-85.7]","81.2 [79.1-83.0]","87.0 [85.2-88.6]"
"Sweden"," 2005","83.9 [82.0-85.7]","81.1 [79.0-82.9]","86.9 [85.1-88.5]"
"Sweden"," 2004","83.8 [81.9-85.6]","81.0 [78.9-82.8]","86.9 [85.1-88.5]"
"Sweden"," 2003","83.8 [81.8-85.6]","80.8 [78.8-82.8]","86.9 [85.0-88.5]"
"Sweden"," 2002","83.7 [81.7-85.5]","80.7 [78.7-82.7]","86.8 [85.0-88.5]"
"Sweden"," 2001","83.6 [81.6-85.5]","80.6 [78.5-82.6]","86.8 [84.9-88.5]"
"Switzerland"," 2016","85.7 [83.6-87.6]","82.5 [80.1-84.7]","89.1 [87.3-90.6]"
"Switzerland"," 2015","85.6 [83.6-87.5]","82.4 [80.1-84.6]","89.0 [87.3-90.5]"
"Switzerland"," 2014","85.6 [83.6-87.4]","82.3 [80.0-84.4]","89.0 [87.3-90.5]"
"Switzerland"," 2013","85.5 [83.5-87.3]","82.2 [80.0-84.3]","89.0 [87.3-90.4]"
"Switzerland"," 2012","85.4 [83.5-87.2]","82.1 [79.9-84.1]","88.9 [87.3-90.4]"
"Switzerland"," 2011","85.4 [83.5-87.1]","82.0 [79.9-84.0]","88.9 [87.3-90.3]"
"Switzerland"," 2010","85.3 [83.4-87.0]","81.9 [79.8-83.8]","88.9 [87.2-90.3]"
"Switzerland"," 2009","85.2 [83.4-86.9]","81.8 [79.7-83.7]","88.8 [87.2-90.2]"
"Switzerland"," 2008","85.1 [83.3-86.8]","81.7 [79.6-83.6]","88.8 [87.2-90.2]"
"Switzerland"," 2007","85.1 [83.3-86.7]","81.6 [79.5-83.5]","88.7 [87.2-90.2]"
"Switzerland"," 2006","85.0 [83.2-86.7]","81.5 [79.5-83.4]","88.7 [87.1-90.1]"
"Switzerland"," 2005","84.9 [83.1-86.6]","81.4 [79.4-83.2]","88.7 [87.1-90.1]"
"Switzerland"," 2004","84.9 [83.0-86.5]","81.3 [79.2-83.1]","88.6 [87.0-90.1]"
"Switzerland"," 2003","84.8 [82.9-86.5]","81.2 [79.1-83.0]","88.6 [87.0-90.1]"
"Switzerland"," 2002","84.7 [82.8-86.4]","81.1 [79.0-83.0]","88.6 [86.9-90.0]"
"Switzerland"," 2001","84.6 [82.7-86.4]","80.9 [78.9-82.9]","88.5 [86.8-90.0]"
"Syrian Arab Republic"," 2016","87.5 [85.3-89.5]","84.1 [81.4-86.5]","91.1 [89.4-92.6]"
"Syrian Arab Republic"," 2015","87.5 [85.2-89.4]","84.0 [81.3-86.4]","91.1 [89.4-92.6]"
"Syrian Arab Republic"," 2014","87.4 [85.2-89.3]","83.9 [81.3-86.3]","91.1 [89.3-92.5]"
"Syrian Arab Republic"," 2013","87.3 [85.1-89.3]","83.9 [81.2-86.2]","91.0 [89.3-92.5]"
"Syrian Arab Republic"," 2012","87.3 [85.1-89.2]","83.8 [81.1-86.1]","91.0 [89.3-92.5]"
"Syrian Arab Republic"," 2011","87.2 [85.0-89.2]","83.7 [81.0-86.1]","91.0 [89.2-92.5]"
"Syrian Arab Republic"," 2010","87.2 [85.0-89.1]","83.6 [81.0-86.0]","90.9 [89.2-92.4]"
"Syrian Arab Republic"," 2009","87.1 [84.9-89.1]","83.5 [80.9-85.9]","90.9 [89.2-92.4]"
"Syrian Arab Republic"," 2008","87.1 [84.8-89.0]","83.5 [80.8-85.8]","90.9 [89.1-92.4]"
"Syrian Arab Republic"," 2007","87.0 [84.8-89.0]","83.4 [80.7-85.8]","90.9 [89.1-92.4]"
"Syrian Arab Republic"," 2006","86.9 [84.7-88.9]","83.3 [80.6-85.7]","90.8 [89.0-92.3]"
"Syrian Arab Republic"," 2005","86.9 [84.6-88.9]","83.2 [80.4-85.7]","90.8 [89.0-92.3]"
"Syrian Arab Republic"," 2004","86.8 [84.5-88.9]","83.1 [80.3-85.6]","90.8 [88.9-92.3]"
"Syrian Arab Republic"," 2003","86.8 [84.4-88.8]","83.1 [80.2-85.6]","90.7 [88.9-92.3]"
"Syrian Arab Republic"," 2002","86.7 [84.3-88.8]","83.0 [80.1-85.5]","90.7 [88.8-92.3]"
"Syrian Arab Republic"," 2001","86.7 [84.2-88.8]","82.9 [79.9-85.5]","90.7 [88.7-92.3]"
"Tajikistan"," 2010","No data","No data","No data"
"Thailand"," 2016","77.5 [73.6-80.9]","70.2 [65.6-74.4]","85.0 [81.9-87.6]"
"Thailand"," 2015","77.8 [74.0-81.2]","70.8 [66.3-74.9]","85.0 [81.9-87.6]"
"Thailand"," 2014","78.1 [74.3-81.4]","71.3 [66.9-75.4]","85.0 [82.0-87.6]"
"Thailand"," 2013","78.4 [74.6-81.7]","71.9 [67.5-75.8]","85.1 [82.0-87.7]"
"Thailand"," 2012","78.6 [75.0-81.9]","72.4 [68.1-76.3]","85.1 [82.1-87.7]"
"Thailand"," 2011","78.9 [75.3-82.2]","72.9 [68.7-76.8]","85.1 [82.1-87.7]"
"Thailand"," 2010","79.2 [75.6-82.4]","73.4 [69.2-77.2]","85.1 [82.1-87.7]"
"Thailand"," 2009","79.5 [75.9-82.7]","74.0 [69.8-77.7]","85.2 [82.1-87.7]"
"Thailand"," 2008","79.7 [76.2-82.9]","74.5 [70.3-78.2]","85.2 [82.2-87.8]"
"Thailand"," 2007","80.0 [76.4-83.1]","75.0 [70.9-78.6]","85.2 [82.2-87.8]"
"Thailand"," 2006","80.3 [76.7-83.4]","75.5 [71.4-79.1]","85.2 [82.2-87.8]"
"Thailand"," 2005","80.5 [76.9-83.6]","75.9 [71.9-79.6]","85.2 [82.2-87.9]"
"Thailand"," 2004","80.8 [77.2-83.9]","76.4 [72.4-80.0]","85.3 [82.2-87.9]"
"Thailand"," 2003","81.0 [77.4-84.2]","76.9 [72.9-80.5]","85.3 [82.1-88.0]"
"Thailand"," 2002","81.3 [77.7-84.4]","77.4 [73.4-80.9]","85.3 [82.1-88.0]"
"Thailand"," 2001","81.5 [77.9-84.7]","77.8 [73.8-81.4]","85.3 [82.1-88.1]"
"Timor-Leste"," 2016","89.4 [87.1-91.3]","85.5 [82.6-88.0]","93.4 [91.8-94.6]"
"Timor-Leste"," 2015","89.3 [87.1-91.2]","85.5 [82.6-88.0]","93.3 [91.8-94.6]"
"Timor-Leste"," 2014","89.3 [87.1-91.2]","85.5 [82.6-88.0]","93.3 [91.7-94.6]"
"Timor-Leste"," 2013","89.3 [87.0-91.2]","85.5 [82.6-87.9]","93.3 [91.7-94.5]"
"Timor-Leste"," 2012","89.2 [87.0-91.1]","85.5 [82.6-87.9]","93.2 [91.6-94.5]"
"Timor-Leste"," 2011","89.2 [87.0-91.1]","85.5 [82.6-87.9]","93.2 [91.6-94.5]"
"Timor-Leste"," 2010","89.2 [87.0-91.1]","85.4 [82.6-87.9]","93.1 [91.5-94.5]"
"Timor-Leste"," 2009","89.2 [86.9-91.1]","85.4 [82.6-87.9]","93.1 [91.5-94.4]"
"Timor-Leste"," 2008","89.2 [86.9-91.1]","85.4 [82.5-87.9]","93.1 [91.4-94.4]"
"Timor-Leste"," 2007","89.1 [86.9-91.1]","85.4 [82.5-87.9]","93.0 [91.4-94.4]"
"Timor-Leste"," 2006","89.1 [86.8-91.1]","85.4 [82.5-87.9]","93.0 [91.3-94.3]"
"Timor-Leste"," 2005","89.1 [86.8-91.1]","85.4 [82.4-87.9]","92.9 [91.3-94.3]"
"Timor-Leste"," 2004","89.1 [86.7-91.1]","85.3 [82.4-87.9]","92.9 [91.2-94.3]"
"Timor-Leste"," 2003","89.0 [86.7-91.1]","85.3 [82.3-87.9]","92.9 [91.1-94.3]"
"Timor-Leste"," 2002","89.0 [86.6-91.0]","85.3 [82.3-87.9]","92.8 [91.1-94.3]"
"Timor-Leste"," 2001","89.0 [86.5-91.0]","85.3 [82.2-87.9]","92.8 [91.0-94.3]"
"Togo"," 2010","No data","No data","No data"
"Tonga"," 2016","85.8 [82.8-88.4]","86.7 [83.9-89.2]","84.8 [81.5-87.6]"
"Tonga"," 2015","85.8 [82.7-88.4]","86.7 [83.8-89.1]","84.8 [81.5-87.6]"
"Tonga"," 2014","85.7 [82.7-88.3]","86.6 [83.8-89.0]","84.8 [81.5-87.6]"
"Tonga"," 2013","85.7 [82.7-88.3]","86.5 [83.7-89.0]","84.8 [81.5-87.6]"
"Tonga"," 2012","85.7 [82.6-88.3]","86.5 [83.6-88.9]","84.8 [81.5-87.6]"
"Tonga"," 2011","85.6 [82.6-88.2]","86.4 [83.5-88.9]","84.8 [81.5-87.6]"
"Tonga"," 2010","85.6 [82.5-88.2]","86.4 [83.5-88.8]","84.8 [81.5-87.6]"
"Tonga"," 2009","85.6 [82.5-88.2]","86.3 [83.4-88.7]","84.8 [81.5-87.6]"
"Tonga"," 2008","85.5 [82.4-88.1]","86.2 [83.3-88.7]","84.8 [81.5-87.6]"
"Tonga"," 2007","85.5 [82.4-88.1]","86.2 [83.2-88.6]","84.8 [81.5-87.6]"
"Tonga"," 2006","85.4 [82.3-88.1]","86.1 [83.1-88.6]","84.8 [81.5-87.6]"
"Tonga"," 2005","85.4 [82.3-88.1]","86.0 [83.0-88.6]","84.8 [81.4-87.6]"
"Tonga"," 2004","85.4 [82.2-88.1]","85.9 [82.9-88.5]","84.8 [81.4-87.6]"
"Tonga"," 2003","85.3 [82.1-88.1]","85.9 [82.8-88.5]","84.8 [81.4-87.6]"
"Tonga"," 2002","85.3 [82.0-88.1]","85.8 [82.7-88.4]","84.8 [81.3-87.6]"
"Tonga"," 2001","85.3 [82.0-88.1]","85.7 [82.6-88.4]","84.8 [81.3-87.7]"
"Trinidad and Tobago"," 2016","82.1 [78.5-85.3]","78.8 [74.7-82.4]","85.6 [82.3-88.4]"
"Trinidad and Tobago"," 2015","82.2 [78.6-85.3]","78.9 [74.9-82.4]","85.6 [82.3-88.3]"
"Trinidad and Tobago"," 2014","82.3 [78.7-85.4]","79.1 [75.1-82.5]","85.6 [82.4-88.3]"
"Trinidad and Tobago"," 2013","82.4 [78.8-85.4]","79.2 [75.3-82.6]","85.6 [82.4-88.3]"
"Trinidad and Tobago"," 2012","82.4 [78.9-85.5]","79.3 [75.5-82.7]","85.6 [82.4-88.3]"
"Trinidad and Tobago"," 2011","82.5 [79.0-85.5]","79.5 [75.7-82.8]","85.6 [82.4-88.3]"
"Trinidad and Tobago"," 2010","82.6 [79.1-85.5]","79.6 [75.8-82.9]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2009","82.6 [79.2-85.6]","79.7 [76.0-83.0]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2008","82.7 [79.3-85.6]","79.9 [76.2-83.1]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2007","82.8 [79.4-85.7]","80.0 [76.3-83.2]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2006","82.8 [79.4-85.7]","80.1 [76.5-83.3]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2005","82.9 [79.5-85.8]","80.2 [76.6-83.4]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2004","83.0 [79.6-85.9]","80.4 [76.7-83.5]","85.6 [82.5-88.2]"
"Trinidad and Tobago"," 2003","83.0 [79.6-85.9]","80.5 [76.9-83.7]","85.6 [82.5-88.3]"
"Trinidad and Tobago"," 2002","83.1 [79.7-86.0]","80.6 [77.0-83.8]","85.6 [82.5-88.3]"
"Trinidad and Tobago"," 2001","83.2 [79.8-86.1]","80.7 [77.1-83.9]","85.6 [82.5-88.3]"
"Tunisia"," 2016","81.5 [78.6-84.1]","74.9 [71.2-78.2]","88.4 [86.3-90.3]"
"Tunisia"," 2015","81.6 [78.7-84.2]","75.1 [71.5-78.3]","88.4 [86.3-90.3]"
"Tunisia"," 2014","81.7 [78.8-84.2]","75.3 [71.7-78.5]","88.4 [86.3-90.2]"
"Tunisia"," 2013","81.8 [79.0-84.3]","75.5 [72.0-78.6]","88.4 [86.3-90.2]"
"Tunisia"," 2012","81.9 [79.1-84.4]","75.6 [72.2-78.8]","88.4 [86.3-90.2]"
"Tunisia"," 2011","82.0 [79.2-84.4]","75.8 [72.4-79.0]","88.4 [86.3-90.2]"
"Tunisia"," 2010","82.0 [79.3-84.5]","76.0 [72.6-79.1]","88.4 [86.3-90.2]"
"Tunisia"," 2009","82.1 [79.4-84.6]","76.2 [72.8-79.3]","88.4 [86.3-90.2]"
"Tunisia"," 2008","82.2 [79.5-84.7]","76.4 [73.0-79.5]","88.4 [86.3-90.2]"
"Tunisia"," 2007","82.3 [79.6-84.8]","76.6 [73.2-79.7]","88.4 [86.3-90.2]"
"Tunisia"," 2006","82.4 [79.7-84.9]","76.8 [73.4-79.8]","88.3 [86.2-90.2]"
"Tunisia"," 2005","82.5 [79.8-85.0]","77.0 [73.6-80.0]","88.3 [86.2-90.2]"
"Tunisia"," 2004","82.6 [79.8-85.1]","77.2 [73.8-80.2]","88.3 [86.2-90.2]"
"Tunisia"," 2003","82.7 [79.9-85.2]","77.3 [73.9-80.4]","88.3 [86.1-90.2]"
"Tunisia"," 2002","82.8 [80.0-85.3]","77.5 [74.1-80.6]","88.3 [86.1-90.2]"
"Tunisia"," 2001","82.9 [80.0-85.4]","77.7 [74.2-80.8]","88.3 [86.0-90.2]"
"Turkey"," 2016","81.3 [78.3-83.9]","76.6 [73.2-79.8]","86.1 [83.6-88.3]"
"Turkey"," 2015","81.3 [78.4-84.0]","76.8 [73.4-79.8]","86.1 [83.7-88.2]"
"Turkey"," 2014","81.4 [78.5-84.0]","76.9 [73.6-79.9]","86.1 [83.7-88.2]"
"Turkey"," 2013","81.5 [78.6-84.0]","77.0 [73.7-80.0]","86.1 [83.7-88.2]"
"Turkey"," 2012","81.5 [78.7-84.1]","77.2 [73.9-80.2]","86.1 [83.7-88.2]"
"Turkey"," 2011","81.6 [78.8-84.1]","77.3 [74.1-80.3]","86.1 [83.7-88.2]"
"Turkey"," 2010","81.7 [78.9-84.2]","77.5 [74.2-80.4]","86.1 [83.6-88.1]"
"Turkey"," 2009","81.7 [78.9-84.3]","77.6 [74.4-80.5]","86.0 [83.6-88.1]"
"Turkey"," 2008","81.8 [79.0-84.3]","77.7 [74.5-80.6]","86.0 [83.6-88.1]"
"Turkey"," 2007","81.9 [79.1-84.4]","77.9 [74.7-80.8]","86.0 [83.6-88.1]"
"Turkey"," 2006","81.9 [79.1-84.5]","78.0 [74.8-80.9]","86.0 [83.6-88.1]"
"Turkey"," 2005","82.0 [79.2-84.5]","78.1 [74.9-81.0]","86.0 [83.5-88.2]"
"Turkey"," 2004","82.1 [79.2-84.6]","78.3 [75.0-81.2]","86.0 [83.5-88.2]"
"Turkey"," 2003","82.1 [79.2-84.7]","78.4 [75.1-81.3]","86.0 [83.4-88.2]"
"Turkey"," 2002","82.2 [79.3-84.8]","78.5 [75.2-81.5]","86.0 [83.4-88.2]"
"Turkey"," 2001","82.3 [79.3-84.9]","78.7 [75.3-81.6]","85.9 [83.3-88.2]"
"Turkmenistan"," 2010","No data","No data","No data"
"Tuvalu"," 2016","87.1 [84.5-89.4]","85.3 [82.4-87.8]","88.9 [86.6-90.9]"
"Tuvalu"," 2015","87.1 [84.5-89.3]","85.3 [82.4-87.8]","88.9 [86.5-90.9]"
"Tuvalu"," 2014","87.1 [84.5-89.3]","85.3 [82.4-87.7]","88.9 [86.5-90.8]"
"Tuvalu"," 2013","87.0 [84.4-89.3]","85.2 [82.4-87.7]","88.8 [86.5-90.8]"
"Tuvalu"," 2012","87.0 [84.4-89.2]","85.2 [82.4-87.7]","88.8 [86.4-90.8]"
"Tuvalu"," 2011","86.9 [84.3-89.2]","85.2 [82.3-87.6]","88.7 [86.3-90.7]"
"Tuvalu"," 2010","86.9 [84.3-89.1]","85.1 [82.3-87.6]","88.7 [86.3-90.7]"
"Tuvalu"," 2009","86.9 [84.2-89.1]","85.1 [82.2-87.6]","88.6 [86.2-90.6]"
"Tuvalu"," 2008","86.8 [84.2-89.1]","85.1 [82.2-87.6]","88.6 [86.2-90.6]"
"Tuvalu"," 2007","86.8 [84.1-89.1]","85.1 [82.1-87.6]","88.5 [86.1-90.6]"
"Tuvalu"," 2006","86.7 [84.1-89.1]","85.0 [82.1-87.6]","88.5 [86.0-90.5]"
"Tuvalu"," 2005","86.7 [84.0-89.0]","85.0 [82.0-87.6]","88.4 [85.9-90.5]"
"Tuvalu"," 2004","86.7 [83.9-89.0]","85.0 [82.0-87.5]","88.4 [85.9-90.5]"
"Tuvalu"," 2003","86.6 [83.8-89.0]","84.9 [81.9-87.5]","88.3 [85.8-90.5]"
"Tuvalu"," 2002","86.6 [83.8-89.0]","84.9 [81.8-87.5]","88.3 [85.7-90.5]"
"Tuvalu"," 2001","86.6 [83.7-89.0]","84.9 [81.7-87.5]","88.3 [85.6-90.5]"
"Uganda"," 2016","85.7 [82.7-88.2]","84.0 [80.8-86.8]","87.3 [84.5-89.7]"
"Uganda"," 2015","85.7 [82.7-88.2]","84.1 [80.9-86.8]","87.3 [84.5-89.7]"
"Uganda"," 2014","85.7 [82.8-88.2]","84.1 [81.0-86.8]","87.3 [84.5-89.7]"
"Uganda"," 2013","85.7 [82.8-88.2]","84.2 [81.1-86.8]","87.3 [84.5-89.6]"
"Uganda"," 2012","85.8 [82.9-88.2]","84.2 [81.2-86.9]","87.3 [84.5-89.6]"
"Uganda"," 2011","85.8 [82.9-88.2]","84.3 [81.3-86.9]","87.3 [84.5-89.6]"
"Uganda"," 2010","85.8 [82.9-88.3]","84.4 [81.4-86.9]","87.3 [84.5-89.6]"
"Uganda"," 2009","85.8 [83.0-88.3]","84.4 [81.5-87.0]","87.3 [84.5-89.6]"
"Uganda"," 2008","85.9 [83.0-88.3]","84.5 [81.5-87.0]","87.2 [84.5-89.6]"
"Uganda"," 2007","85.9 [83.0-88.3]","84.5 [81.6-87.1]","87.2 [84.5-89.6]"
"Uganda"," 2006","85.9 [83.1-88.3]","84.6 [81.7-87.1]","87.2 [84.5-89.6]"
"Uganda"," 2005","85.9 [83.1-88.4]","84.6 [81.7-87.2]","87.2 [84.4-89.5]"
"Uganda"," 2004","85.9 [83.1-88.4]","84.7 [81.8-87.2]","87.2 [84.4-89.5]"
"Uganda"," 2003","86.0 [83.1-88.4]","84.7 [81.8-87.3]","87.2 [84.4-89.6]"
"Uganda"," 2002","86.0 [83.1-88.4]","84.8 [81.9-87.3]","87.2 [84.4-89.6]"
"Uganda"," 2001","86.0 [83.1-88.5]","84.9 [81.9-87.4]","87.2 [84.3-89.6]"
"Ukraine"," 2016","76.7 [73.2-79.8]","70.6 [66.7-74.3]","83.0 [80.0-85.6]"
"Ukraine"," 2015","76.8 [73.4-79.9]","70.8 [67.0-74.4]","83.0 [80.1-85.6]"
"Ukraine"," 2014","76.9 [73.6-79.9]","71.0 [67.3-74.5]","83.1 [80.2-85.6]"
"Ukraine"," 2013","77.0 [73.7-80.0]","71.2 [67.6-74.6]","83.1 [80.2-85.6]"
"Ukraine"," 2012","77.1 [73.9-80.1]","71.4 [67.8-74.8]","83.1 [80.3-85.6]"
"Ukraine"," 2011","77.2 [74.1-80.1]","71.6 [68.1-74.9]","83.2 [80.4-85.7]"
"Ukraine"," 2010","77.4 [74.2-80.2]","71.8 [68.3-75.0]","83.2 [80.4-85.7]"
"Ukraine"," 2009","77.5 [74.4-80.3]","72.0 [68.6-75.2]","83.2 [80.4-85.7]"
"Ukraine"," 2008","77.6 [74.5-80.4]","72.2 [68.8-75.3]","83.3 [80.5-85.7]"
"Ukraine"," 2007","77.7 [74.6-80.5]","72.3 [69.0-75.5]","83.3 [80.5-85.7]"
"Ukraine"," 2006","77.8 [74.7-80.6]","72.5 [69.2-75.6]","83.3 [80.5-85.8]"
"Ukraine"," 2005","77.9 [74.9-80.7]","72.7 [69.4-75.8]","83.4 [80.6-85.8]"
"Ukraine"," 2004","78.0 [75.0-80.8]","72.9 [69.6-76.0]","83.4 [80.6-85.8]"
"Ukraine"," 2003","78.1 [75.1-80.9]","73.1 [69.8-76.1]","83.4 [80.6-85.9]"
"Ukraine"," 2002","78.2 [75.2-81.0]","73.3 [70.0-76.3]","83.4 [80.6-85.9]"
"Ukraine"," 2001","78.3 [75.2-81.1]","73.4 [70.1-76.5]","83.5 [80.6-86.0]"
"United Arab Emirates"," 2016","81.9 [79.0-84.6]","77.9 [74.6-81.0]","86.9 [84.5-89.0]"
"United Arab Emirates"," 2015","82.1 [79.2-84.6]","78.0 [74.7-81.0]","86.9 [84.5-89.0]"
"United Arab Emirates"," 2014","82.0 [79.1-84.5]","78.1 [74.8-81.0]","86.9 [84.5-88.9]"
"United Arab Emirates"," 2013","82.0 [79.1-84.5]","78.2 [74.9-81.1]","86.9 [84.5-88.9]"
"United Arab Emirates"," 2012","82.0 [79.1-84.5]","78.2 [75.0-81.2]","86.8 [84.5-88.9]"
"United Arab Emirates"," 2011","82.1 [79.3-84.6]","78.3 [75.1-81.2]","86.8 [84.5-88.9]"
"United Arab Emirates"," 2010","82.3 [79.5-84.8]","78.4 [75.2-81.3]","86.8 [84.5-88.9]"
"United Arab Emirates"," 2009","82.3 [79.5-84.8]","78.5 [75.3-81.4]","86.8 [84.4-88.9]"
"United Arab Emirates"," 2008","82.2 [79.4-84.7]","78.6 [75.4-81.4]","86.8 [84.4-88.8]"
"United Arab Emirates"," 2007","82.1 [79.3-84.7]","78.7 [75.5-81.5]","86.8 [84.4-88.8]"
"United Arab Emirates"," 2006","82.2 [79.3-84.7]","78.7 [75.6-81.6]","86.8 [84.4-88.8]"
"United Arab Emirates"," 2005","82.3 [79.5-84.9]","78.8 [75.6-81.7]","86.7 [84.3-88.8]"
"United Arab Emirates"," 2004","82.4 [79.5-84.9]","78.9 [75.7-81.8]","86.7 [84.3-88.8]"
"United Arab Emirates"," 2003","82.4 [79.5-85.0]","79.0 [75.7-81.9]","86.7 [84.2-88.9]"
"United Arab Emirates"," 2002","82.5 [79.6-85.1]","79.1 [75.8-82.0]","86.7 [84.2-88.9]"
"United Arab Emirates"," 2001","82.6 [79.6-85.2]","79.1 [75.8-82.1]","86.7 [84.1-88.9]"
"United Kingdom of Great Britain and Northern Ireland"," 2016","79.9 [77.3-82.3]","74.7 [71.6-77.5]","85.4 [83.2-87.4]"
"United Kingdom of Great Britain and Northern Ireland"," 2015","80.0 [77.4-82.3]","74.8 [71.8-77.5]","85.4 [83.3-87.3]"
"United Kingdom of Great Britain and Northern Ireland"," 2014","80.0 [77.5-82.3]","74.9 [72.0-77.6]","85.4 [83.3-87.3]"
"United Kingdom of Great Britain and Northern Ireland"," 2013","80.1 [77.6-82.3]","75.0 [72.2-77.6]","85.4 [83.3-87.2]"
"United Kingdom of Great Britain and Northern Ireland"," 2012","80.1 [77.7-82.3]","75.1 [72.3-77.6]","85.4 [83.3-87.2]"
"United Kingdom of Great Britain and Northern Ireland"," 2011","80.2 [77.8-82.3]","75.2 [72.5-77.7]","85.4 [83.3-87.2]"
"United Kingdom of Great Britain and Northern Ireland"," 2010","80.2 [77.9-82.3]","75.3 [72.7-77.7]","85.3 [83.4-87.1]"
"United Kingdom of Great Britain and Northern Ireland"," 2009","80.3 [78.0-82.3]","75.4 [72.9-77.8]","85.3 [83.4-87.1]"
"United Kingdom of Great Britain and Northern Ireland"," 2008","80.3 [78.1-82.4]","75.5 [73.0-77.8]","85.3 [83.4-87.1]"
